a_type,day_of_week,time_of_day,a_parameter,fps,bitrate,total_frame_number,name,time_consumption,target
illegal_parking0,0,17,1,6,10,19502,./storage_server_volume/converted_videos/6-10/2020-11-09_00-00-00/Pole1_2020-11-09_17-00-01.mp4,657.4147861003876,234
illegal_parking0,0,18,1,6,10,17809,./storage_server_volume/converted_videos/6-10/2020-11-09_00-00-00/Pole1_2020-11-09_18-00-00.mp4,598.7016851902008,120
illegal_parking0,0,19,1,6,10,16648,./storage_server_volume/converted_videos/6-10/2020-11-09_00-00-00/Pole1_2020-11-09_19-00-00.mp4,560.861634016037,218
illegal_parking0,0,20,1,6,10,15504,./storage_server_volume/converted_videos/6-10/2020-11-09_00-00-00/Pole1_2020-11-09_20-00-01.mp4,759.7430636882782,276
illegal_parking0,0,21,1,6,10,11188,./storage_server_volume/converted_videos/6-10/2020-11-09_00-00-00/Pole1_2020-11-09_21-00-00.mp4,595.2239453792572,121
illegal_parking0,0,22,1,6,10,7884,./storage_server_volume/converted_videos/6-10/2020-11-09_00-00-00/Pole1_2020-11-09_22-00-00.mp4,421.91838097572327,104
illegal_parking0,0,23,1,6,10,6555,./storage_server_volume/converted_videos/6-10/2020-11-09_00-00-00/Pole1_2020-11-09_23-00-00.mp4,356.0526804924011,111
illegal_parking0,0,0,1,12,500,4417,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_00-00-00.mp4,330.7603018283844,10
illegal_parking0,0,1,1,12,500,11694,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_01-00-00.mp4,698.3970975875854,61
illegal_parking0,0,2,1,12,500,10314,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_02-00-00.mp4,640.9945859909058,0
people_counting,0,9,1,24,500,86401,./storage_server_volume/converted_videos/24-500/2020-11-09_00-00-00/Pole1_2020-11-09_09-00-00.mp4,4362.286728382111,42077
illegal_parking0,0,3,1,12,500,20649,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_03-00-00.mp4,1165.5339512825012,0
illegal_parking0,0,4,1,12,500,16641,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_04-00-00.mp4,960.3409938812256,34
illegal_parking0,0,5,1,12,500,18844,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_05-00-01.mp4,1029.7013263702393,2
illegal_parking0,0,6,1,12,500,15202,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_06-00-00.mp4,802.8541181087494,44
people_counting,0,10,1,24,500,85901,./storage_server_volume/converted_videos/24-500/2020-11-09_00-00-00/Pole1_2020-11-09_10-00-00.mp4,4436.204127788544,34295
illegal_parking0,0,7,1,12,500,40092,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_07-00-00.mp4,2127.0292892456055,208
people_counting,0,11,1,24,500,60053,./storage_server_volume/converted_videos/24-500/2020-11-09_00-00-00/Pole1_2020-11-09_11-00-00.mp4,3155.7095482349396,37150
illegal_parking0,0,8,1,12,500,43197,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_08-00-00.mp4,2206.249133825302,273
illegal_parking0,0,9,1,12,500,43202,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_09-00-00.mp4,2157.3257019519806,704
people_counting,0,12,1,24,500,58386,./storage_server_volume/converted_videos/24-500/2020-11-09_00-00-00/Pole1_2020-11-09_12-00-00.mp4,2973.577294111252,44192
illegal_parking0,0,10,1,12,500,42953,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_10-00-00.mp4,2213.972814798355,564
illegal_parking0,0,11,1,12,500,30027,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_11-00-00.mp4,1654.5761346817017,966
people_counting,0,13,1,24,500,76509,./storage_server_volume/converted_videos/24-500/2020-11-09_00-00-00/Pole1_2020-11-09_13-00-00.mp4,3908.098902463913,57765
illegal_parking0,0,12,1,12,500,29194,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_12-00-00.mp4,1598.3788104057312,810
illegal_parking0,0,13,1,12,500,38257,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_13-00-00.mp4,2037.30708527565,871
people_counting,0,14,1,24,500,84421,./storage_server_volume/converted_videos/24-500/2020-11-09_00-00-00/Pole1_2020-11-09_14-00-01.mp4,4392.5908987522125,133672
illegal_parking0,0,14,1,12,500,42213,./storage_server_volume/converted_videos/12-500/2020-11-09_00-00-00/Pole1_2020-11-09_14-00-01.mp4,2289.7492747306824,7132
