./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_00-00-00.mp4,1597,2421.260130882263
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_01-00-00.mp4,1591,2416.5759329795837
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_02-00-00.mp4,2739,2445.0094170570374
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_03-00-00.mp4,478,2444.434190273285
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_04-00-00.mp4,249,2416.315029859543
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_05-00-00.mp4,3439,2418.6349856853485
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_06-00-01.mp4,9683,2395.808650493622
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_07-00-00.mp4,13164,2409.704459667206
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_08-00-00.mp4,11487,2407.079506635666
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_09-00-00.mp4,40926,2413.1966500282288
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_10-00-01.mp4,51965,2410.1304800510406
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_11-00-00.mp4,43662,2412.4237430095673
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_12-00-00.mp4,38423,2399.1786563396454
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_13-00-00.mp4,31703,2402.572676420212
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_14-00-01.mp4,51550,2408.4153592586517
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_15-00-00.mp4,68382,2412.6876788139343
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_16-00-00.mp4,62089,2399.083713054657
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_17-00-00.mp4,63158,2408.538020849228
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_18-00-01.mp4,15443,2406.9419305324554
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_19-00-00.mp4,12413,2410.5030319690704
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_20-00-00.mp4,9656,2408.9924318790436
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_21-00-00.mp4,13680,2407.650456428528
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_22-00-02.mp4,7883,2406.5056846141815
./storage_server_volume/raw_videos/2020-11-05_00-00-00/Pole1/Pole1_2020-11-05_23-00-00.mp4,7918,2407.08802318573
