./storage_server_volume/SmartPole/Pole1/2020-11-05_00-00-00/Pole1_2020-11-05_00-00-00.mp4,32,551.1749486923218
./storage_server_volume/SmartPole/Pole1/2020-11-05_00-00-00/Pole1_2020-11-05_01-00-00.mp4,194,533.5425682067871
./storage_server_volume/SmartPole/Pole1/2020-11-05_00-00-00/Pole1_2020-11-05_02-00-00.mp4,106,533.1510639190674
./storage_server_volume/SmartPole/Pole1/2020-11-05_00-00-00/Pole1_2020-11-05_03-00-00.mp4,475,566.1870801448822
./storage_server_volume/SmartPole/Pole1/2020-11-05_00-00-00/Pole1_2020-11-05_04-00-00.mp4,0,527.0447614192963
./storage_server_volume/SmartPole/Pole1/2020-11-05_00-00-00/Pole1_2020-11-05_05-00-00.mp4,490,543.633505821228
./storage_server_volume/SmartPole/Pole1/2020-11-05_00-00-00/Pole1_2020-11-05_06-00-01.mp4,679,530.4610331058502
./storage_server_volume/SmartPole/Pole1/2020-11-05_00-00-00/Pole1_2020-11-05_07-00-00.mp4,2927,559.0765862464905
./storage_server_volume/SmartPole/Pole1/2020-11-05_00-00-00/Pole1_2020-11-05_08-00-00.mp4,3438,593.4964880943298
./storage_server_volume/SmartPole/Pole1/2020-11-05_00-00-00/Pole1_2020-11-05_09-00-00.mp4,18181,725.4367229938507
./storage_server_volume/SmartPole/Pole1/2020-11-05_00-00-00/Pole1_2020-11-05_10-00-01.mp4,30722,838.4585421085358
./storage_server_volume/SmartPole/Pole1/2020-11-05_00-00-00/Pole1_2020-11-05_11-00-00.mp4,13429,734.9122531414032
./storage_server_volume/SmartPole/Pole1/2020-11-05_00-00-00/Pole1_2020-11-05_12-00-00.mp4,22721,810.0582211017609
./storage_server_volume/SmartPole/Pole1/2020-11-05_00-00-00/Pole1_2020-11-05_13-00-00.mp4,24427,1058.4046425819397
./storage_server_volume/SmartPole/Pole1/2020-11-05_00-00-00/Pole1_2020-11-05_14-00-01.mp4,28162,1128.796924829483
